locusId	sysName	type	scaffoldId	begin	end	strand	original_name	desc	name	Product	ecocyc_id
ECD_00176	ECD_00176	1	CP001509	203325	203810	+		periplasmic chaperone	skp	periplasmic chaperone Skp	ECD_RS00915
ECD_00177	ECD_00177	1	CP001509	203814	204839	+		UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase	lpxD	UDP-3-<i>O</i>-(3-hydroxymyristoyl)glucosamine <i>N</i>-acyltransferase	ECD_RS00920
ECD_00178	ECD_00178	1	CP001509	204944	205399	+		(3R)-hydroxymyristol acyl carrier protein dehydratase	fabZ	3-hydroxy-acyl-[acyl-carrier-protein] dehydratase	ECD_RS00925
ECD_00179	ECD_00179	1	CP001509	205403	206191	+		UDP-N-acetylglucosamine acetyltransferase	lpxA	acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase	ECD_RS00930
ECD_00180	ECD_00180	1	CP001509	206191	207339	+		tetraacyldisaccharide-1-P synthase	lpxB	lipid A disaccharide synthase	ECD_RS00935
ECD_00181	ECD_00181	1	CP001509	207336	207932	+		ribonuclease HII	rnhB	RNase HII	ECD_RS00940
ECD_00182	ECD_00182	1	CP001509	207969	211451	+		DNA polymerase III alpha subunit	dnaE	DNA polymerase III subunit &alpha;	ECD_RS00945
ECD_00183	ECD_00183	1	CP001509	211464	212423	+		acetyl-CoA carboxylase, carboxytransferase, alpha subunit	accA	acetyl-CoA carboxyltransferase subunit &alpha;	ECD_RS00950
ECD_00184	ECD_00184	1	CP001509	212522	214663	+		lysine decarboxylase 2, constitutive	ldcC	lysine decarboxylase 2	ECD_RS00955
ECD_00185	ECD_00185	1	CP001509	214720	215109	+		putative lyase	yaeR	VOC domain-containing protein YaeR	ECD_RS00960
ECD_00186	ECD_00186	1	CP001509	215174	216472	+		tRNA(Ile)-lysidine synthetase	tilS	tRNAIle-lysidine synthetase	ECD_RS00965
ECD_00187	ECD_00187	1	CP001509	216521	216775	-		modulator of Rho-dependent transcription termination	rof	modulator of Rho-dependent transcription termination	ECD_RS00970
ECD_00188	ECD_00188	1	CP001509	216768	216968	-		UPF0253 family protein	yaeP	PF06786 family protein YaeP	ECD_RS00975
ECD_00189	ECD_00189	1	CP001509	217134	217679	+		PDDEXK superfamily protein	yaeQ	uncharacterized protein YaeQ	ECD_RS00980
ECD_00190	ECD_00190	1	CP001509	217676	218098	+		alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached	arfB	peptidyl-tRNA hydrolase, ribosome rescue factor	ECD_RS00985
ECD_00191	ECD_00191	1	CP001509	218112	218822	+		lipoprotein involved with copper homeostasis and adhesion	nlpE	sensor lipoprotein NlpE	ECD_RS00990
ECD_00192	ECD_00192	1	CP001509	219022	219846	-		putative lipoprotein	yaeF	peptidase C92 family protein YaeF	ECD_RS00995
ECD_00193	ECD_00193	1	CP001509	219899	221617	-		prolyl-tRNA synthetase	proS	proline&mdash;tRNA ligase	ECD_RS01000
ECD_00194	ECD_00194	1	CP001509	221728	222435	-		tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent	trmO	tRNA m<sup>6</sup>t<sup>6</sup>A37 methyltransferase	ECD_RS01005
ECD_00195	ECD_00195	1	CP001509	222432	222836	-		putative outer membrane protein	rcsF	sensor lipoprotein RcsF	ECD_RS01010
ECD_00196	ECD_00196	1	CP001509	222954	223769	-		DL-methionine transporter subunit	metQ	L-methionine/D-methionine ABC transporter membrane anchored binding protein	ECD_RS01015
ECD_00197	ECD_00197	1	CP001509	223809	224462	-		DL-methionine transporter subunit	metI	L-methionine/D-methionine ABC transporter membrane subunit	ECD_RS01020
ECD_00198	ECD_00198	1	CP001509	224455	225486	-		DL-methionine transporter subunit	metN	L-methionine/D-methionine ABC transporter ATP binding subunit	ECD_RS01025
ECD_00199	ECD_00199	1	CP001509	225674	226246	+		D,D-heptose 1,7-bisphosphate phosphatase	gmhB	D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose-1,7-bisphosphate 7-phosphatase	ECD_RS01030
ECD_r00001	ECD_r00001	2	CP001509	226610	228151	+		16S ribosomal RNA	RS01035	16S ribosomal RNA	ECD_RS01035
ECD_t00001	ECD_t00001	5	CP001509	228220	228296	+		tRNA-Ile	RS01040	tRNA-Ile	ECD_RS01040
ECD_t00002	ECD_t00002	5	CP001509	228339	228414	+		tRNA-Ala	RS01045	tRNA-Ala	ECD_RS01045
ECD_r00002	ECD_r00002	2	CP001509	228589	231494	+		23S ribosomal RNA	RS01050	23S ribosomal RNA	ECD_RS01050
ECD_r00003	ECD_r00003	2	CP001509	231683	231802	+		5S ribosomal RNA	rrf	5S ribosomal RNA	ECD_RS01055
ECD_t00003	ECD_t00003	5	CP001509	231855	231931	+		tRNA-Asp	RS01060	tRNA-Asp	ECD_RS01060
ECD_00200	ECD_00200	1	CP001509	232094	232897	+		2,5-diketo-D-gluconate reductase B	dkgB	methylglyoxal reductase DkgB	ECD_RS01065
ECD_00201	ECD_00201	1	CP001509	232894	233808	-		LysR family putative transcriptional regulator	yafC	DNA-binding transcriptional regulator YafC	ECD_RS01070
ECD_00202	ECD_00202	1	CP001509	234049	234849	+		endo/exonuclease/phosphatase family protein	yafD	endonuclease/exonuclease/phosphatase domain-containing protein YafD	ECD_RS01075
ECD_00203	ECD_00203	1	CP001509	234853	235476	+		putative S-adenosyl-L-methionine-dependent methyltransferase	yafE	putative S-adenosylmethionine-dependent methyltransferase	ECD_RS01080
ECD_00204	ECD_00204	1	CP001509	235524	236882	-		putative membrane-bound lytic murein transglycosylase D	mltD	membrane-bound lytic murein transglycosylase D	ECD_RS01085
ECD_00205	ECD_00205	1	CP001509	236954	237709	-		hydroxyacylglutathione hydrolase	gloB	hydroxyacylglutathione hydrolase GloB	ECD_RS01090
ECD_00206	ECD_00206	1	CP001509	237743	238465	+		putative S-adenosyl-L-methionine-dependent methyltransferase	yafS	putative S-adenosyl-L-methionine-dependent methyltransferase	ECD_RS01095
ECD_00207	ECD_00207	1	CP001509	238462	238929	-		ribonuclease HI	rnhA	ribonuclease HI	ECD_RS01100
ECD_00208	ECD_00208	1	CP001509	238994	239725	+		DNA polymerase III epsilon subunit	dnaQ	DNA polymerase III subunit &epsilon;	ECD_RS01105
ECD_t00004	ECD_t00004	5	CP001509	239858	239934	+		tRNA-Asp	RS01110	tRNA-Asp	ECD_RS01110
ECD_00209	ECD_00209	1	CP001509	240264	241049	+		lipoprotein	yafT	lipoprotein YafT	ECD_RS01115
ECD_00210	ECD_00210	1	CP001509	241315	241590	+		IS1 protein InsA			
ECD_00211	ECD_00211	1	CP001509	241509	242012	+		IS1 protein InsB	RS01120	IS1 family transposase	ECD_RS01120
ECD_00212	ECD_00212	1	CP001509	242014	242385	+		hypothetical protein			
ECD_00213	ECD_00213	1	CP001509	242816	243952	+		putative transposase	RS01125	ISAs1 family transposase	ECD_RS01125
ECD_00214	ECD_00214	1	CP001509	243993	244763	-		putative NAD(P)-binding C-N hydrolase family amidase	yafV	2-oxoglutaramate amidase	ECD_RS01130
ECD_00215	ECD_00215	1	CP001509	244917	245390	+		inhibitor of c-type lysozyme, periplasmic	ivy	periplasmic chaperone, inhibitor of vertebrate C-type lysozyme	ECD_RS01135
ECD_00216	ECD_00216	1	CP001509	245433	247877	-		acyl coenzyme A dehydrogenase	fadE	acyl-CoA dehydrogenase	ECD_RS01140
ECD_00217	ECD_00217	1	CP001509	248117	248695	+		D-sedoheptulose 7-phosphate isomerase	gmhA	D-sedoheptulose 7-phosphate isomerase	ECD_RS01145
ECD_00218	ECD_00218	1	CP001509	248901	249668	+		type 2 glutamine amidotransferase family protein	yafJ	putative glutamine amidotransferase YafJ	ECD_RS01150
ECD_00219	ECD_00219	1	CP001509	249639	250379	-		L,D-transpeptidase-related protein	dpaA	peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase A	ECD_RS01155
ECD_00220	ECD_00220	1	CP001509	250535	250813	-		mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ	yafQ	ribosome-dependent mRNA interferase toxin YafQ	ECD_RS01160
ECD_00221	ECD_00221	1	CP001509	250816	251076	-		antitoxin of YafQ-DinJ toxin-antitoxin system	dinJ	antitoxin/DNA-binding transcriptional repressor DinJ	ECD_RS01165
ECD_00222	ECD_00222	1	CP001509	251286	252035	+		putative lipoprotein and C40 family peptidase	yafL	NlpC/P60 family protein YafL	ECD_RS01170
ECD_00223	ECD_00223	1	CP001509	252211	252708	+		RAYT REP element-mobilizing transposase; TnpA(REP)	rayT	REP-associated tyrosine transposase	ECD_RS01175
ECD_00226	ECD_00226	1	CP001509	255464	256519	+		DNA polymerase IV	dinB	DNA polymerase IV	ECD_RS01190
ECD_00227	ECD_00227	1	CP001509	256571	256864	+		antitoxin of the YafO-YafN toxin-antitoxin system	yafN	antitoxin YafN	ECD_RS01195
ECD_00228	ECD_00228	1	CP001509	256867	257265	+		mRNA interferase toxin of the YafO-YafN toxin-antitoxin system	yafO	ribosome-dependent mRNA interferase toxin YafO	ECD_RS01200
ECD_00229	ECD_00229	1	CP001509	257275	257727	+		GNAT family putative N-acetyltransferase	yafP	putative <i>N</i>-acetyltransferase YafP	ECD_RS01205
ECD_00230	ECD_00230	1	CP001509	257961	258227	+		hypothetical protein	RS01210	hypothetical protein	ECD_RS01210
ECD_00231	ECD_00231	1	CP001509	258196	258696	+		peptide chain release factor 2	RS01215	peptide chain release factor H	ECD_RS01215
ECD_00232	ECD_00232	1	CP001509	258753	260210	-		aminoacyl-histidine dipeptidase (peptidase D)	pepD	peptidase D	ECD_RS01220
ECD_00233	ECD_00233	1	CP001509	260471	260929	+		xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase	gpt	xanthine-guanine phsophoribosyltransferase	ECD_RS01225
ECD_00234	ECD_00234	1	CP001509	261021	262265	+		fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity	frsA	fermentation-respiration switch protein	ECD_RS01230
ECD_00235	ECD_00235	1	CP001509	262323	262724	+		DNA-binding transcriptional regulator	RS01235	sigma factor-binding protein Crl	ECD_RS01235
ECD_00236	ECD_00236	1	CP001509	262850	263125	+		IS1 protein InsA			
ECD_00237	ECD_00237	1	CP001509	263044	263547	+		IS1 protein InsB	RS01240	IS1 family transposase	ECD_RS01240
ECD_00238	ECD_00238	1	CP001509	263558	264595	-		outer membrane phosphoporin protein E	phoE	outer membrane porin PhoE	ECD_RS01245
ECD_00239	ECD_00239	1	CP001509	264883	265986	+		gamma-glutamate kinase	proB	glutamate 5-kinase	ECD_RS01250
ECD_00240	ECD_00240	1	CP001509	265998	267251	+		gamma-glutamylphosphate reductase	proA	glutamate-5-semialdehyde dehydrogenase	ECD_RS01255
ECD_t00005	ECD_t00005	5	CP001509	267366	267441	+		tRNA-Thr	RS01260	tRNA-Thr	ECD_RS01260
ECD_00241	ECD_00241	1	CP001509	267568	267978	-		putative transcriptional regulator	yagP	putative LysR family substrate binding domain-containing protein YagP	ECD_RS01265
ECD_00242	ECD_00242	1	CP001509	267957	268913	-		moco insertion factor for PaoABC aldehyde oxidoreductase	paoD	molybdenum cofactor insertion chaperone PaoD	ECD_RS01270
ECD_00243	ECD_00243	1	CP001509	268923	271121	-		PaoABC aldehyde oxidoreductase, Moco-containing subunit	paoC	aldehyde dehydrogenase, molybdenum cofactor-binding subunit	ECD_RS01275
ECD_00244	ECD_00244	1	CP001509	271118	272074	-		PaoABC aldehyde oxidoreductase, FAD-containing subunit	paoB	aldehyde dehydrogenase, FAD-binding Fe-S subunit	ECD_RS01280
ECD_00245	ECD_00245	1	CP001509	272071	272760	-		PaoABC aldehyde oxidoreductase, 2Fe-2S subunit	paoA	aldehyde dehydrogenase, Fe-S subunit	ECD_RS01285
ECD_00246	ECD_00246	1	CP001509	273177	273791	+		DUF1440 family inner membrane acid resistance protein	yagU	DUF1440 domain-containing inner membrane protein YagU	ECD_RS01290
ECD_00247	ECD_00247	1	CP001509	274038	274367	-		UPF0153 cysteine cluster protein	ykgJ	putative metal-chelating domain-containing protein YkgJ	ECD_RS01300
ECD_00248	ECD_00248	1	CP001509	274680	275390	-		ECP production pilus chaperone	ecpE	putative fimbrial chaperone EcpE	ECD_RS01305
ECD_00249	ECD_00249	1	CP001509	275359	277002	-		polymerized tip adhesin of ECP fibers	ecpD	fimbrial adhesin EcpD	ECD_RS01310
ECD_00250	ECD_00250	1	CP001509	276992	279517	-		ECP production outer membrane protein	ecpC	putative fimbrial usher protein EcpC	ECD_RS01315
ECD_00251	ECD_00251	1	CP001509	279543	280211	-		ECP production pilus chaperone	ecpB	putative fimbrial chaperone EcpB	ECD_RS01320
ECD_00252	ECD_00252	1	CP001509	280269	280904	-		ECP pilin	ecpA	common pilus major subunit	ECD_RS01325
ECD_00253	ECD_00253	1	CP001509	280930	281520	-		putative transcriptional regulator for the ecp operon	matA	DNA-binding transcriptional dual regulator MatA	ECD_RS01330
ECD_00254	ECD_00254	1	CP001509	282295	282522	+		uncharacterized protein	ykgL	uncharacterized protein YkgL	ECD_RS01335
ECD_00255	ECD_00255	1	CP001509	282697	282960	-		50S ribosomal protein L31 type B; alternative zinc-limitation L31 protein	ykgM	50S ribosomal subunit protein L31B	ECD_RS01345
ECD_00256	ECD_00256	1	CP001509	284540	285772	+		attaching and effacing protein, pathogenesis factor	RS01355	inverse autotransporter beta-barrel domain-containing protein	ECD_RS01355
ECD_00257	ECD_00257	1	CP001509	285912	286763	-		putative DNA-binding transcriptional regulator	RS01360	transcriptional regulator	ECD_RS01360
ECD_00258	ECD_00258	1	CP001509	287354	287947	-		reactive chlorine species (RCS) stress resistance inner membrane protein	rclC	DUF417 domain-containing inner membrane protein RclC	ECD_RS01365
ECD_00259	ECD_00259	1	CP001509	287959	288195	-		reactive chlorine species (RCS) stress resistance periplasmic protein	rclB	hypochlorite stress response protein RclB	ECD_RS01370
ECD_00260	ECD_00260	1	CP001509	288304	289629	-		reactive chlorine stress species (RCS) resistance protein; pyridine nucleotide-dependent disulfide oxidoreductase family	rclA	cupric reductase RclA	ECD_RS01375
ECD_00261	ECD_00261	1	CP001509	289855	290709	+		reactive chlorine species (RCS)-specific activator of the rcl genes	rclR	DNA-binding transcriptional activator RclR	ECD_RS01380
ECD_00262	ECD_00262	1	CP001509	291236	291955	+		cysteine-rich LutA family protein; putative electron transport chain YkgEFG component	ykgE	putative lactate utilization oxidoreductase YkgE	ECD_RS01385
ECD_00263	ECD_00263	1	CP001509	291966	293393	+		ferridoxin-like LutB family protein; putative electron transport chain YkgEFG component	ykgF	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	ECD_RS01390
ECD_00264	ECD_00264	1	CP001509	293386	294081	+		LutC family protein; putative electron transport chain YkgEFG component	ykgG	DUF162 domain-containing lactate utilization protein YkgG	ECD_RS01395
ECD_00265	ECD_00265	1	CP001509	294036	294248	-		hypothetical protein	RS24510	hypothetical protein	ECD_RS24510
ECD_00266	ECD_00266	1	CP001509	294324	294992	-		putative inner membrane protein	ykgH	uncharacterized protein YkgH	ECD_RS01405
ECD_00267	ECD_00267	1	CP001509	295205	296875	-		choline dehydrogenase, a flavoprotein	betA	choline dehydrogenase	ECD_RS01410
ECD_00268	ECD_00268	1	CP001509	296889	298361	-		betaine aldehyde dehydrogenase, NAD-dependent	betB	betaine aldehyde dehydrogenase	ECD_RS01415
ECD_00269	ECD_00269	1	CP001509	298375	298962	-		choline-inducible betIBA-betT divergent operon transcriptional repressor	betI	DNA-binding transcriptional repressor BetI	ECD_RS01420
ECD_00270	ECD_00270	1	CP001509	299091	301124	+		choline transporter of high affinity	betT	choline:H+ symporter	ECD_RS01425
ECD_00271	ECD_00271	1	CP001509	301999	303087	+		c-di-GMP-specific phosphodiesterase	pdeL	DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL	ECD_RS01435
ECD_00272	ECD_00272	1	CP001509	303129	304061	-		putative DNA-bindng transcriptional regulator	yahB	putative LysR-type DNA-binding transcriptional regulator YahB	ECD_RS01440
ECD_00273	ECD_00273	1	CP001509	304153	304650	-		putative inner membrane protein	yahC	uncharacterized protein YahC	ECD_RS01445
ECD_00274	ECD_00274	1	CP001509	304908	305513	+		ankyrin repeat protein	yahD	ankyrin repeat-containing protein YahD	ECD_RS01450
ECD_00275	ECD_00275	1	CP001509	305553	306416	+		DUF2877 family protein	yahE	DUF2877 domain-containing protein YahE	ECD_RS01455
ECD_00276	ECD_00276	1	CP001509	306406	307953	+		putative NAD(P)-binding succinyl-CoA synthase	yahF	putative acyl-CoA synthetase YahF	ECD_RS01460
ECD_00277	ECD_00277	1	CP001509	307953	309371	+		DUF1116 family protein	yahG	DUF1116 domain-containing protein YahG	ECD_RS01465
ECD_00278	ECD_00278	1	CP001509	309793	310743	+		carbamate kinase-like protein	yahI	carbamate kinase-like protein YahI	ECD_RS01475
ECD_00279	ECD_00279	1	CP001509	310753	312135	+		putative metallo-dependent hydrolase domain deaminase	yahJ	amidohydrolase family protein YahJ	ECD_RS01480
ECD_00280	ECD_00280	1	CP001509	312512	313561	+		broad specificity NADPH-dependent aldehyde reductase, Zn-containing	yahK	aldehyde reductase, NADPH-dependent	ECD_RS01485
ECD_00281	ECD_00281	1	CP001509	313805	314620	+		uncharacterized protein	yahL	uncharacterized protein YahL	ECD_RS01490
ECD_00282	ECD_00282	1	CP001509	315033	315278	+		uncharacterized protein	yahM	uncharacterized protein YahM	ECD_RS01495
ECD_00283	ECD_00283	1	CP001509	315295	315966	-		amino acid exporter for proline, lysine, glutamate, homoserine	yahN	putative amino acid exporter YahN	ECD_RS01500
ECD_00284	ECD_00284	1	CP001509	316113	316388	+		periplasmic protein, function unknown, YhcN family	yahO	DUF1471 domain-containing protein YahO	ECD_RS01505
ECD_00285	ECD_00285	1	CP001509	316486	318072	-		propionate catabolism operon regulatory protein	prpR	DNA-binding transcriptional dual regulator PrpR	ECD_RS01510
ECD_00286	ECD_00286	1	CP001509	318311	319201	+		2-methylisocitrate lyase	prpB	2-methylisocitrate lyase	ECD_RS01515
ECD_00287	ECD_00287	1	CP001509	319641	320810	+		2-methylcitrate synthase	prpC	2-methylcitrate synthase	ECD_RS01520
ECD_00288	ECD_00288	1	CP001509	320844	322295	+		2-methylcitrate dehydratase	prpD	2-methylcitrate dehydratase	ECD_RS01525
ECD_00289	ECD_00289	1	CP001509	322335	324221	+		propionate--CoA ligase	prpE	propionyl-CoA synthetase	ECD_RS01530
ECD_00290	ECD_00290	1	CP001509	324457	325716	+		cytosine transporter	codB	cytosine transporter	ECD_RS01535
ECD_00291	ECD_00291	1	CP001509	325706	326989	+		cytosine/isoguanine deaminase	codA	cytosine/isoguanine deaminase	ECD_RS01540
ECD_00292	ECD_00292	1	CP001509	327326	328225	-		transcriptional activator of cyn operon; autorepressor	cynR	DNA-binding transcriptional dual regulator CynR	ECD_RS01545
ECD_00293	ECD_00293	1	CP001509	328334	328993	+		carbonic anhydrase	cynT	carbonic anhydrase 1	ECD_RS01550
ECD_00294	ECD_00294	1	CP001509	329024	329494	+		cyanate aminohydrolase	cynS	cyanase	ECD_RS01555
ECD_00295	ECD_00295	1	CP001509	329527	330681	+		putative cyanate transporter	cynX	cyanate transporter	ECD_RS01560
ECD_00296	ECD_00296	1	CP001509	330784	331395	-		thiogalactoside acetyltransferase	lacA	galactoside <i>O</i>-acetyltransferase	ECD_RS01565
ECD_00297	ECD_00297	1	CP001509	331461	332714	-		lactose permease	lacY	lactose permease	ECD_RS01570
ECD_00298	ECD_00298	1	CP001509	332766	335840	-		beta-D-galactosidase	lacZ	&beta;-galactosidase	ECD_RS01575
ECD_00299	ECD_00299	1	CP001509	335963	337045	-		lactose-inducible lac operon transcriptional repressor	lacI	DNA-binding transcriptional repressor LacI	ECD_RS01580
ECD_00300	ECD_00300	1	CP001509	337122	337955	-		mhp operon transcriptional activator	RS01585	transcriptional regulator	ECD_RS01585
ECD_00301	ECD_00301	1	CP001509	338146	339810	+		3-(3-hydroxyphenyl)propionate hydroxylase	mhpA	3-(3-hydroxyphenyl)propanoate hydroxylase	ECD_RS01590
ECD_00302	ECD_00302	1	CP001509	339812	340756	+		2,3-dihydroxyphenylpropionate 1,2-dioxygenase	mhpB	3-carboxyethylcatechol 2,3-dioxygenase	ECD_RS01595
ECD_00303	ECD_00303	1	CP001509	340774	341640	+		2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	mhpC	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase	ECD_RS01600
ECD_00304	ECD_00304	1	CP001509	341650	342459	+		2-keto-4-pentenoate hydratase	mhpD	2-hydroxypentadienoate hydratase	ECD_RS01605
ECD_00305	ECD_00305	1	CP001509	342456	343406	+		acetaldehyde-CoA dehydrogenase II, NAD-binding	mhpF	acetaldehyde dehydrogenase (acetylating) MhpF	ECD_RS01610
ECD_00306	ECD_00306	1	CP001509	343403	344416	+		4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I	mhpE	4-hydroxy-2-oxovalerate aldolase	ECD_RS01615
ECD_00307	ECD_00307	1	CP001509	344794	346005	+		3-hydroxyphenylpropionic transporter	mhpT	3-hydroxyphenylpropionate/3-hydroxycinnamate:H<sup>+</sup> symporter	ECD_RS01620
ECD_00308	ECD_00308	1	CP001509	346107	346646	+		DUF2058 family protein	yaiL	DUF2058 domain-containing protein YaiL	ECD_RS01625
ECD_00309	ECD_00309	1	CP001509	346872	347705	-		S-formylglutathione hydrolase	frmB	<i>S</i>-formylglutathione hydrolase FrmB	ECD_RS01630
ECD_00310	ECD_00310	1	CP001509	347798	348907	-		alcohol dehydrogenase class III; glutathione-dependent formaldehyde dehydrogenase	frmA	<i>S</i>-(hydroxymethyl)glutathione dehydrogenase	ECD_RS01635
