locusId	scaffoldId	begin	end	strand	original_name	gene_type	rbtnseq_ref_locusId	product	sysName	name	desc	ecocyc_id
BW25113_0157	CP009273.1	173488	174111	-	yadS	CDS	14303	UPF0126 family inner membrane protein	b0157	yadS	conserved inner membrane protein (NCBI)	EG12333
BW25113_0158	CP009273.1	174149	174949	-	btuF	CDS	14304	vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily	b0158	btuF	vitamin B12-transporter protein BtuF (NCBI)	EG12334
BW25113_0159	CP009273.1	174942	175640	-	mtn	CDS	14305	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	b0159	mtn	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (NCBI)	EG11090
BW25113_0160	CP009273.1	175724	177241	+	dgt	CDS	14306	deoxyguanosine triphosphate triphosphohydrolase	b0160	dgt	deoxyguanosinetriphosphate triphosphohydrolase (NCBI)	EG10225
BW25113_0161	CP009273.1	177371	178795	+	degP	CDS	14307	serine endoprotease (protease Do)%2C membrane-associated	b0161	degP	serine endoprotease (protease Do), membrane-associated (NCBI)	EG10463
BW25113_0162	CP009273.1	178950	180107	+	cdaR	CDS	14308	carbohydrate diacid regulon transcriptional regulator%3B autoregulator	b0162	cdaR	orf, hypothetical protein (VIMSS)	EG12335
BW25113_0163	CP009273.1	180196	180582	-	yaeH	CDS	14309	UPF0325 family protein	b0163	yaeH	hypothetical protein (NCBI)	EG12336
BW25113_0164	CP009273.1	180744	181556	-	yaeI	CDS	14310	phosphodiesterase with model substrate bis-pNPP	b0164	yaeI	orf, hypothetical protein (VIMSS)	EG12337
BW25113_0166	CP009273.1	181610	182434	-	dapD	CDS	14312	2%2C3%2C4%2C5-tetrahydropyridine-2-carboxylate N-succinyltransferase	b0166	dapD	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (NCBI)	EG10207
BW25113_0167	CP009273.1	182465	185137	-	glnD	CDS	14313	uridylyltransferase	b0167	glnD	PII uridylyl-transferase (NCBI)	EG11411
BW25113_0168	CP009273.1	185199	185993	-	map	CDS	14314	methionine aminopeptidase	b0168	map	methionine aminopeptidase (NCBI)	EG10570
BW25113_4414	CP009273.1	186199	186334	+	tff	ncRNA		novel sRNA%2C function unknown		tff	novel sRNA%2C function unknown	
BW25113_0169	CP009273.1	186361	187086	+	rpsB	CDS	14315	30S ribosomal subunit protein S2	b0169	rpsB	30S ribosomal protein S2 (NCBI)	EG10901
BW25113_0170	CP009273.1	187344	188195	+	tsf	CDS	14316	translation elongation factor EF-Ts	b0170	tsf	elongation factor Ts (NCBI)	EG11033
BW25113_0171	CP009273.1	188342	189067	+	pyrH	CDS	14317	uridylate kinase	b0171	pyrH	uridylate kinase (NCBI)	EG11539
BW25113_0172	CP009273.1	189359	189916	+	frr	CDS	14318	ribosome recycling factor	b0172	frr	ribosome releasing factor (NCBI)	EG10335
BW25113_0173	CP009273.1	190008	191204	+	dxr	CDS	14319	1-deoxy-D-xylulose 5-phosphate reductoisomerase	b0173	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase (NCBI)	EG12715
BW25113_0174	CP009273.1	191390	192151	+	ispU	CDS	14320	undecaprenyl pyrophosphate synthase	b0174	ispU	undecaprenyl pyrophosphate synthase (NCBI)	G6092
BW25113_0175	CP009273.1	192164	193021	+	cdsA	CDS	14321	CDP-diglyceride synthase	b0175	cdsA	CDP-diglyceride synthetase (VIMSS)	EG10139
BW25113_0176	CP009273.1	193033	194385	+	rseP	CDS	14322	inner membrane zinc RIP metalloprotease%3B RpoE activator%2C by degrading RseA%3B cleaved signal peptide endoprotease	b0176	rseP	zinc metallopeptidase (NCBI)	EG12436
BW25113_0177	CP009273.1	194415	196847	+	bamA	CDS	14323	BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor	b0177	bamA	hypothetical protein (NCBI)	G6093
BW25113_0178	CP009273.1	196969	197454	+	skp	CDS	14324	periplasmic chaperone	b0178	skp	periplasmic chaperone (NCBI)	EG10455
BW25113_0179	CP009273.1	197458	198483	+	lpxD	CDS	14325	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase	b0179	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (NCBI)	EG10316
BW25113_0180	CP009273.1	198588	199043	+	fabZ	CDS	14326	(3R)-hydroxymyristol acyl carrier protein dehydratase	b0180	fabZ	(3R)-hydroxymyristoyl ACP dehydratase (NCBI)	EG11284
BW25113_0181	CP009273.1	199047	199835	+	lpxA	CDS	14327	UDP-N-acetylglucosamine acetyltransferase	b0181	lpxA	UDP-N-acetylglucosamine acyltransferase (NCBI)	EG10545
BW25113_0182	CP009273.1	199835	200983	+	lpxB	CDS	14328	tetraacyldisaccharide-1-P synthase	b0182	lpxB	lipid-A-disaccharide synthase (NCBI)	EG10546
BW25113_0183	CP009273.1	200980	201576	+	rnhB	CDS	14329	ribonuclease HII%2C degrades RNA of DNA-RNA hybrids	b0183	rnhB	ribonuclease HII (NCBI)	EG10861
BW25113_0184	CP009273.1	201613	205095	+	dnaE	CDS	14330	DNA polymerase III alpha subunit	b0184	dnaE	DNA polymerase III subunit alpha (NCBI)	EG10238
BW25113_0185	CP009273.1	205108	206067	+	accA	CDS	14331	acetyl-CoA carboxylase%2C carboxytransferase%2C alpha subunit	b0185	accA	acetyl-CoA carboxylase subunit alpha (NCBI)	EG11647
BW25113_0186	CP009273.1	206166	208307	+	ldcC	CDS	14332	lysine decarboxylase 2%2C constitutive	b0186	ldcC	lysine decarboxylase 2, constitutive (NCBI)	G6094
BW25113_0187	CP009273.1	208364	208753	+	yaeR	CDS	14333	putative lyase	b0187	yaeR	orf, hypothetical protein (VIMSS)	G6095
BW25113_0188	CP009273.1	208818	210116	+	tilS	CDS	14334	tRNA(Ile)-lysidine synthetase	b0188	tilS	tRNA(Ile)-lysidine synthetase (NCBI)	G6096
BW25113_0189	CP009273.1	210165	210419	-	rof	CDS	14335	modulator of Rho-dependent transcription termination	b0189	rof	orf, hypothetical protein (VIMSS)	G6097
BW25113_4406	CP009273.1	210412	210612	-	yaeP	CDS	1936225	UPF0253 family protein	b4406	yaeP	hypothetical protein (NCBI)	G372
BW25113_0190	CP009273.1	210778	211323	+	yaeQ	CDS	14336	PDDEXK superfamily protein	b0190	yaeQ	hypothetical protein (NCBI)	G6098
BW25113_0191	CP009273.1	211320	211742	+	arfB	CDS	14337	alternative stalled-ribosome rescue factor B%3B peptidyl-tRNA hydrolase%2C ribosome-attached	b0191	arfB	hypothetical protein (NCBI)	EG12354
BW25113_0192	CP009273.1	211756	212466	+	nlpE	CDS	14338	lipoprotein involved with copper homeostasis and adhesion	b0192	nlpE	lipoprotein involved with copper homeostasis and adhesion (NCBI)	EG12137
BW25113_0193	CP009273.1	212666	213490	-	yaeF	CDS	14339	putative lipoprotein	b0193	yaeF	orf, hypothetical protein (VIMSS)	EG12138
BW25113_0194	CP009273.1	213544	215262	-	proS	CDS	14340	prolyl-tRNA synthetase	b0194	proS	prolyl-tRNA synthetase (NCBI)	EG10770
BW25113_0195	CP009273.1	215374	216081	-	tsaA	CDS	14341	tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase%2C SAM-dependent	b0195	trmO	hypothetical protein (NCBI)	EG11503
BW25113_0196	CP009273.1	216078	216482	-	rcsF	CDS	14342	putative outer membrane protein	b0196	rcsF	predicted outer membrane protein, signal (NCBI)	EG11502
BW25113_0197	CP009273.1	216600	217415	-	metQ	CDS	14343	DL-methionine transporter subunit	b0197	metQ	DL-methionine transporter subunit (NCBI)	EG11504
BW25113_0198	CP009273.1	217455	218108	-	metI	CDS	14344	DL-methionine transporter subunit	b0198	metI	DL-methionine transporter subunit (NCBI)	EG11737
BW25113_0199	CP009273.1	218101	219132	-	metN	CDS	14345	DL-methionine transporter subunit	b0199	metN	DL-methionine transporter subunit (NCBI)	EG11621
BW25113_0200	CP009273.1	219320	219895	+	gmhB	CDS	14346	D%2CD-heptose 1%2C7-bisphosphate phosphatase	b0200	gmhB	hypothetical protein (NCBI)	EG11736
BW25113_0201	CP009273.1	220258	221799	+	rrsH	rRNA		16S ribosomal RNA of rrnH operon		rrsH	16S ribosomal RNA of rrnH operon	
BW25113_0202	CP009273.1	221868	221944	+	ileV	tRNA		tRNA-Ile		ileV	tRNA-Ile	
BW25113_0203	CP009273.1	221987	222062	+	alaV	tRNA		tRNA-Ala		alaV	tRNA-Ala	
BW25113_0204	CP009273.1	222246	225149	+	rrlH	rRNA		23S ribosomal RNA of rrnH operon		rrlH	23S ribosomal RNA of rrnH operon	
BW25113_0205	CP009273.1	225243	225362	+	rrfH	rRNA		5S ribosomal RNA of rrnH operon		rrfH	5S ribosomal RNA of rrnH operon	
BW25113_0206	CP009273.1	225415	225491	+	aspU	tRNA		tRNA-Asp		aspU	tRNA-Asp	
BW25113_0207	CP009273.1	225654	226457	+	dkgB	CDS	14347	2%2C5-diketo-D-gluconate reductase B	b0207	dkgB	2,5-diketo-D-gluconate reductase B (NCBI)	EG11648
BW25113_0208	CP009273.1	226454	227368	-	yafC	CDS	14348	LysR family putative transcriptional regulator	b0208	yafC	predicted DNA-binding transcriptional regulator (NCBI)	EG11649
BW25113_0209	CP009273.1	227609	228409	+	yafD	CDS	14349	endo/exonuclease/phosphatase family protein	b0209	yafD	hypothetical protein (NCBI)	EG11650
BW25113_0210	CP009273.1	228413	229036	+	yafE	CDS	14350	putative S-adenosyl-L-methionine-dependent methyltransferase	b0210	yafE	predicted S-adenosyl-L-methionine-dependent methyltransferase (NCBI)	EG11651
BW25113_0211	CP009273.1	229084	230442	-	mltD	CDS	14351	putative membrane-bound lytic murein transglycosylase D	b0211	mltD	predicted membrane-bound lytic murein transglycosylase D (NCBI)	EG10246
BW25113_0212	CP009273.1	230514	231269	-	gloB	CDS	14352	hydroxyacylglutathione hydrolase	b0212	gloB	predicted hydroxyacylglutathione hydrolase (NCBI)	G6099
BW25113_0213	CP009273.1	231303	232025	+	yafS	CDS	14353	putative S-adenosyl-L-methionine-dependent methyltransferase	b0213	yafS	orf, hypothetical protein (VIMSS)	G6100
BW25113_0214	CP009273.1	232022	232489	-	rnhA	CDS	14354	ribonuclease HI%2C degrades RNA of DNA-RNA hybrids	b0214	rnhA	ribonuclease H (NCBI)	EG10860
BW25113_0215	CP009273.1	232554	233285	+	dnaQ	CDS	14355	DNA polymerase III epsilon subunit	b0215	dnaQ	DNA polymerase III subunit epsilon (NCBI)	EG10243
BW25113_0216	CP009273.1	233418	233494	+	aspV	tRNA		tRNA-Asp		aspV	tRNA-Asp	
BW25113_0217	CP009273.1	233822	234607	+	yafT	CDS	14356	lipoprotein	b0217	yafT	predicted aminopeptidase (NCBI)	G6101
BW25113_4586	CP009273.1	234744	235223	-	ykfM	CDS	3446138	lethality reduction protein%2C putative inner membrane protein	b4586	ykfM	hypothetical protein, no homologs (RefSeq)	G0-10583
BW25113_0218	CP009273.1	235233	235589	-	yafU	CDS				yafU		
BW25113_4503	CP009273.1	235593	235865	+	yafF	CDS				yafF		
BW25113_0219	CP009273.1	235906	236676	-	yafV	CDS	14358	putative NAD(P)-binding C-N hydrolase family amidase	b0219	yafV	predicted C-N hydrolase family amidase, NAD(P)-binding (NCBI)	G6103
BW25113_0220	CP009273.1	236830	237303	+	ivy	CDS	14359	inhibitor of c-type lysozyme%2C periplasmic	b0220	ivy	inhibitor of vertebrate C-lysozyme (NCBI)	G6104
BW25113_0221	CP009273.1	237346	239790	-	fadE	CDS	14360	acyl coenzyme A dehydrogenase	b0221	fadE	putative acyl-CoA dehydrogenase (EC 1.3.99.-) (VIMSS)	G6105
BW25113_0222	CP009273.1	240030	240608	+	gmhA	CDS	14361	D-sedoheptulose 7-phosphate isomerase	b0222	gmhA	phosphoheptose isomerase (NCBI)	G6106
BW25113_0223	CP009273.1	240814	241581	+	yafJ	CDS	14362	putative amidotransfease	b0223	yafJ	predicted amidotransfease (NCBI)	G6107
BW25113_0224	CP009273.1	241552	242292	-	yafK	CDS	14363	L%2CD-transpeptidase-related protein	b0224	dpaA	hypothetical protein (NCBI)	G6108
BW25113_0225	CP009273.1	242448	242726	-	yafQ	CDS	14364	translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ	b0225	yafQ	predicted toxin of the YafQ-DinJ toxin-antitoxin system (NCBI)	G6109
BW25113_0226	CP009273.1	242729	242989	-	dinJ	CDS	14365	antitoxin of YafQ-DinJ toxin-antitoxin system	b0226	dinJ	predicted antitoxin of YafQ-DinJ toxin-antitoxin system (NCBI)	G6110
BW25113_0227	CP009273.1	243199	243948	+	yafL	CDS	14366	putative lipoprotein and C40 family peptidase	b0227	yafL	predicted lipoprotein and C40 family peptidase (NCBI)	G6111
BW25113_0228	CP009273.1	244124	244621	+	rayT	CDS	14367	RAYT REP element-mobilizing transposase%3B TnpA(REP)	b0228	rayT	hypothetical protein (NCBI)	G6112
BW25113_0229	CP009273.1	244845	246557	-	lfhA	CDS				lfhA		
BW25113_0230	CP009273.1	246559	247314	+	lafU	CDS				lafU		
BW25113_0231	CP009273.1	247385	248440	+	dinB	CDS	14370	DNA polymerase IV	b0231	dinB	DNA polymerase IV (NCBI)	G6115
BW25113_0232	CP009273.1	248492	248785	+	yafN	CDS	14371	antitoxin of the YafO-YafN toxin-antitoxin system	b0232	yafN	predicted antitoxin of the YafO-YafN toxin-antitoxin system (NCBI)	G6116
BW25113_0233	CP009273.1	248788	249186	+	yafO	CDS	14372	mRNA interferase toxin of the YafO-YafN toxin-antitoxin system	b0233	yafO	predicted toxin of the YafO-YafN toxin-antitoxin system (NCBI)	G6117
BW25113_0234	CP009273.1	249196	249648	+	yafP	CDS	14373	putative acyl-CoA transferase	b0234	yafP	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)	G6118
BW25113_0235	CP009273.1	249966	250172	+	ykfJ	CDS				ykfJ		
BW25113_0236	CP009273.1	250189	250689	+	prfH	CDS				prfH		
BW25113_0237	CP009273.1	250746	252203	-	pepD	CDS	14376	aminoacyl-histidine dipeptidase (peptidase D)	b0237	pepD	aminoacyl-histidine dipeptidase (peptidase D) (NCBI)	EG10695
BW25113_0238	CP009273.1	252464	252922	+	gpt	CDS	14377	xanthine phosphoribosyltransferase%3B xanthine-guanine phosphoribosyltransferase	b0238	gpt	xanthine phosphoribosyltransferase (NCBI)	EG10414
BW25113_0239	CP009273.1	253014	254258	+	frsA	CDS	14378	fermentation-respiration switch protein%3B PTS Enzyme IIA(Glc)-binding protein%3B pNP-butyrate esterase activity	b0239	frsA	fermentation/respiration switch protein (NCBI)	EG11091
BW25113_0240	CP009273.1	254316	254717	+	crl	CDS	14379	RNA polymerase holoenzyme assembly factor crl	b0240	crl	DNA-binding transcriptional regulator (NCBI)	EG11092
BW25113_0241	CP009273.1	254756	255811	-	phoE	CDS	14380	outer membrane phosphoporin protein E	b0241	phoE	outer membrane phosphoporin protein E (NCBI)	EG10729
BW25113_0242	CP009273.1	256099	257202	+	proB	CDS	14381	gamma-glutamate kinase	b0242	proB	gamma-glutamyl kinase (NCBI)	EG10768
BW25113_0243	CP009273.1	257214	258467	+	proA	CDS	14382	gamma-glutamylphosphate reductase	b0243	proA	gamma-glutamyl phosphate reductase (NCBI)	EG10767
BW25113_0244	CP009273.1	258582	258657	+	thrW	tRNA		tRNA-Thr		thrW	tRNA-Thr	
BW25113_4626	CP009273.1	258861	258923	-	ykfN	CDS				ykfN		
BW25113_0245	CP009273.1	259039	259380	-	ykfI	CDS	14383	CP4-6 prophage%3B toxin of the YkfI-YafW toxin-antitoxin system	b0245	ykfI	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system (NCBI)	G6120
BW25113_0246	CP009273.1	259401	259718	-	yafW	CDS	14384	CP4-6 prophage%3B antitoxin of the YkfI-YafW toxin-antitoxin system	b0246	yafW	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system (NCBI)	G6121
BW25113_4504	CP009273.1	259737	259958	-	ykfH	CDS	1936239	uncharacterized protein	b4504	ykfH	hypothetical protein (NCBI)	G0-10432
BW25113_0247	CP009273.1	259967	260443	-	ykfG	CDS	14385	CP4-6 prophage%3B RadC-like JAB domain protein	b0247	ykfG	CP4-6 prophage; predicted DNA repair protein (NCBI)	G6122
BW25113_0248	CP009273.1	260459	260917	-	yafX	CDS	14386	CP4-6 prophage%3B uncharacterized protein	b0248	yafX	CP4-6 prophage; predicted protein (NCBI)	G6123
BW25113_0249	CP009273.1	261015	261254	-	ykfF	CDS	14387	CP4-6 prophage%3B uncharacterized protein	b0249	ykfF	CP4-6 prophage; predicted protein (NCBI)	G6124
BW25113_0250	CP009273.1	261331	261798	-	ykfB	CDS	14388	CP4-6 prophage%3B uncharacterized protein	b0250	ykfB	CP4-6 prophage; predicted protein (NCBI)	G6125
BW25113_0251	CP009273.1	261821	262264	-	yafY	CDS	14389	lipoprotein%2C inner membrane%3B overproduction stimulates degP expression%3B CP4-6 prophage	b0251	yafY	CP4-6 prophage; predicted DNA-binding transcriptional regulator (RefSeq)	G6126
BW25113_4627	CP009273.1	262264	262485	-	ykfL	CDS				ykfL		
BW25113_4628	CP009273.1	262487	262678	-	ykfK	CDS				ykfK		
BW25113_0252	CP009273.1	262895	263716	-	yafZ	CDS	14390	CP4-6 prophage%3B conserved protein	b0252	yafZ	orf, hypothetical protein (VIMSS)	G6127
BW25113_0253	CP009273.1	263808	264671	-	ykfA	CDS	14391	CP4-6 prophage%3B putative GTP-binding protein	b0253	ykfA	putative GTP-binding protein (VIMSS)	G6128
BW25113_0254	CP009273.1	265000	265893	-	perR	CDS	14392	CP4-6 prophage%3B putative DNA-binding transcriptional regulator	b0254	perR	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	G6129
BW25113_4587	CP009273.1	265989	266246	+	insN	CDS				insN		
BW25113_0256	CP009273.1	266314	267465	+	insI1	CDS	14394	IS30 transposase	b0256	insI1	CP4-6 prophage; IS30 transposase (NCBI)	G6131
BW25113_4587	CP009273.1	267475	267900	+	insN	CDS				insN		
BW25113_4690	CP009273.1	268291	268365	+	eyeA	ncRNA		novel sRNA%2C function unknown%2C CP4-6 propahge		eyeA	novel sRNA%2C function unknown%2C CP4-6 propahge	
BW25113_0258	CP009273.1	268558	269665	+	ykfC	CDS				ykfC		
BW25113_0259	CP009273.1	269812	270828	-	insH1	CDS		IS5 transposase and trans-activator		insH1	IS5 transposase and trans-activator	
BW25113_0260	CP009273.1	271036	272439	+	mmuP	CDS	14398	CP4-6 prophage%3B putative S-methylmethionine transporter	b0260	mmuP	putative amino acid/amine transport protein (VIMSS)	G6135
BW25113_0261	CP009273.1	272426	273358	+	mmuM	CDS	14399	CP4-6 prophage%3B S-methylmethionine:homocysteine methyltransferase	b0261	mmuM	homocysteine methyltransferase (NCBI)	G6136
BW25113_0262	CP009273.1	273467	274513	-	afuC	CDS	14400	CP4-6 prophage%3B putative ferric transporter subunit	b0262	afuC	putative ATP-binding component of a transport system (VIMSS)	EG12340
BW25113_0263	CP009273.1	274525	274872	-	afuB	CDS				afuB		
BW25113_0264	CP009273.1	274889	275392	-	insB1	CDS		IS1 transposase B		insB1	IS1 transposase B	
BW25113_0265	CP009273.1	275311	275586	-	insA	CDS		IS1 repressor TnpA		insA	IS1 repressor TnpA	
BW25113_4708	CP009273.1	275642	275815	+	insI1	CDS				insI1		
BW25113_4505	CP009273.1	275825	276073	-	insX	CDS				insX		
BW25113_0266	CP009273.1	276138	276446	-	yagB	CDS				yagB		
BW25113_0267	CP009273.1	276540	277694	-	yagA	CDS	14405	CP4-6 prophage%3B putative DNA-binding transcriptional regulator	b0267	yagA	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	EG12338
BW25113_0268	CP009273.1	277989	278897	+	yagE	CDS	14406	2-keto-3-deoxy gluconate (KDG) aldolase%3B CP4-6 prophage	b0268	yagE	2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage (NCBI)	G6140
BW25113_0269	CP009273.1	278912	280879	+	yagF	CDS	14407	CP4-6 prophage%3B dehydratase family protein	b0269	yagF	CP4-6 prophage; predicted dehydratase (NCBI)	G6141
BW25113_0270	CP009273.1	281106	282488	+	yagG	CDS	14408	CP4-6 prophage%3B putative sugar transporter	b0270	yagG	CP4-6 prophage; predicted sugar transporter (NCBI)	G6142
BW25113_0271	CP009273.1	282500	284110	+	yagH	CDS	14409	CP4-6 prophage%3B putative xylosidase/arabinosidase	b0271	yagH	CP4-6 prophage; predicted xylosidase/arabinosidase (NCBI)	G6143
BW25113_0272	CP009273.1	284115	284873	-	yagI	CDS	14410	CP4-6 prophage%3B putative DNA-binding transcriptional regulator	b0272	xynR	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	G6144
BW25113_0273	CP009273.1	285012	286016	-	argF	CDS	14411	ornithine carbamoyltransferase 2%2C chain F%3B CP4-6 prophage	b0273	argF	CP4-6 prophage; ornithine carbamoyltransferase 2, chain F (NCBI)	EG10067
BW25113_4688	CP009273.1	286140	286344	+	ykgS	CDS				ykgS		
BW25113_0274	CP009273.1	286360	286863	-	insB1	CDS		IS1 transposase B		insB1	IS1 transposase B	
BW25113_0275	CP009273.1	286782	287057	-	insA	CDS		IS1 repressor TnpA		insA	IS1 repressor TnpA	
BW25113_0276	CP009273.1	287115	287942	+	yagJ	CDS				yagJ		
BW25113_0277	CP009273.1	288033	288659	-	yagK	CDS	14415	CP4-6 prophage%3B conserved protein	b0277	yagK	CP4-6 prophage; conserved protein (NCBI)	G6148
BW25113_0278	CP009273.1	288931	289629	-	yagL	CDS	14416	CP4-6 prophage%3B DNA-binding protein	b0278	yagL	CP4-6 prophage; DNA-binding protein (NCBI)	G6149
BW25113_0279	CP009273.1	289656	290510	-	yagM	CDS	14417	CP4-6 prophage%3B uncharacterized protein	b0279	yagM	CP4-6 prophage; predicted protein (NCBI)	G6150
BW25113_0280	CP009273.1	290850	291290	-	yagN	CDS	14418	CP4-6 prophage%3B uncharacterized protein	b0280	yagN	CP4-6 prophage; predicted protein (NCBI)	G6151
BW25113_0281	CP009273.1	291407	292807	-	intF	CDS	14419	CP4-6 prophage%3B putative phage integrase	b0281	intF	CP4-6 prophage; predicted phage integrase (NCBI)	G6152
BW25113_4629	CP009273.1	292917	292965	+	ptwF	tRNA		tRNA-OTHER		ptwF	tRNA-OTHER	
BW25113_4694	CP009273.1	293092	293430	-	yagP	CDS				yagP		
BW25113_4695	CP009273.1	293425	293502	-	ykgT	CDS				ykgT		
BW25113_0283	CP009273.1	293481	294437	-	paoD	CDS	14421	moco insertion factor for PaoABC aldehyde oxidoreductase	b0283	paoD	hypothetical protein (NCBI)	G6154
BW25113_0284	CP009273.1	294447	296645	-	paoC	CDS	14422	PaoABC aldehyde oxidoreductase%2C Moco-containing subunit	b0284	paoC	predicted oxidoreductase with molybdenum-binding domain (NCBI)	G6155
